# data from: Hiotelis, I., Koutsioubas, A. G., Spiliopoulos, N., Anastassopoulos, D. L., Vradis, A. A., Toprakcioglu, C., Menelle, A., Sakellariou, G. & Hadjichristidis, N. (2008). Macromolecules, 41(20), 7648– 7655.
0.00783	1.02602	0.1119
0.0078	1.03903	0.11803
0.00776	0.9777	0.11264
0.00772	0.82835	0.09888
0.00768	0.96283	0.1158
0.00765	1.0855	0.13476
0.00761	0.88076	0.11236
0.00758	0.99257	0.12881
0.00754	1.00558	0.13281
0.00751	1.17937	0.16877
0.00747	1.08271	0.15465
0.00744	1.09758	0.16338
0.0074	1.02602	0.14972
0.00737	0.88151	0.13355
0.00734	0.92296	0.14377
0.0073	0.87556	0.15502
0.00727	1.1171	0.20316
0.00724	1.22212	0.22388
